HotelName,Hotel_mapping,lat,long
2 nights free at long beach a sun resort,,,
2 nights radisson red rosebank and art walking tour with thabo the tourist,,,
26 degrees south bush boho hotel,,,
26 degrees south hotel,,,
3-star beach hotel,,,
"3-star friday attitude in a standard room
breakfast, lunch, dinner & selected drinks daily
add: 2 nights from r2350 per person

hotel",,,
3-star golden sands hotel,,,
"3-star home2 suites by hilton florida city
",,,
3-star hotel,,,
"3-star ibis dubai mall of the emirates in a standard room
",,,
3-star kingdom hotel,,,
"3-star paradise beach resort in a standard room
",,,
"3-star park inn by radisson abu dhabi yas island in a standard room
",,,
"3-star reef & beach resort in a mangrove suite
",,,
"3-star reef & beach resort in a standard room
",,,
"3-star rove downtown, dubai or similar
",,,
4 night sun city and pilanesberg luxury escape,,,
"4-star berjaya beau vallon bay resort & casino in a standard room
",,,
"4-star berjaya beau vallon bay resort & casino in a superior room
",,,
"4-star club med alpe d'huez
breakfast, lunch & dinner including wine, beer & soft drinks, open bar & snacking
range of sports & leisure activities
unique entertainment
6 day ski pass
ski lessons
kids under 4 stay free
add: ski & boot hire for r3900 (approximate)

hotel",,,
"4-star club med la rosiere
breakfast, lunch & dinner including wine, beer & soft drinks, open bar & snacking
range of sports & leisure activities
unique entertainment
6 day ski pass
ski lessons
add: ski & boot hire for r3900 (approximate)

hotel",,,
"4-star club med la rosiere
breakfast, lunch & dinner including wine, beer & soft drinks, open bar & snacking
range of sports & leisure activities
unique entertainment
6 day ski pass
ski lessons
kids under 4 stay free
add: ski & boot hire for r3900 (approximate)

hotel",,,
"4-star club med pragelato sestriere
breakfast, lunch & dinner including wine, beer & soft drinks, open bar & snacking
range of sports & leisure activities
unique entertainment
6 day ski pass
ski lessons
kids under 4 stay free
add: ski & boot hire for r3900 (approximate)

hotel",,,
"4-star club med val thorens
breakfast, lunch & dinner including wine, beer & soft drinks, open bar & snacking
range of sports & leisure activities
unique entertainment
6 day ski pass
ski lessons
kids under 4 stay free
add: ski & boot hire for r3900 (approximate)

hotel",,,
4-star continental hotel,,,
"4-star doubletree by hilton seychelles allamanda resort in a deluxe room
",,,
"4-star doubletree by hilton seychelles allamanda resort in a standard room
",,,
4-star eden bleu hotel,,,
4-star hotel,,,
4-star imperial riding school renaissance hotel,,,
"4-star innahura maldives resort in a beachfront sunrise bungalow
",,,
"4-star kuredu island resort in a garden bungalow
",,,
"4-star lagoon attitude in a couple room
",,,
"4-star novotel abu dhabi al bustan in a superior room
",,,
"4-star novotel dubai al barsha in a superior room
",,,
"4-star ramada by wyndham abu dhabi downtown in a superior room
",,,
4-star salles hotel,,,
"4-star sandies baobab beach in a swahili room
",,,
"4-star sun siyam olhuveli in a deluxe room
",,,
4-star tamarina golf & spa boutique hotel,,,
"4-star vilamendhoo island resort in a garden room
",,,
"4-star vilamendhoo island resort in an adjoining beachfront standard villa
",,,
"4-star vilamendhoo island resort in garden room
",,,
4-star wild coast sun with,,,
"4-star wild coast sun
",,,
"4-star zanzibar bay resort in a standard room
",,,
5 star kwena lodge,,,
5 star luxury in thailand,,,
"5-star anantara iko mauritius resort & villas in a premier garden view room
",,,
5-star atlantis the palm dubai hotel,,,
"5-star beachcomber luxury royal palm in a junior suite
",,,
"5-star constance ephelia in a garden room
",,,
"5-star constance ephelia in a junior suite
",,,
"5-star elephant camp
",,,
"5-star fishermans cove resort in a deluxe ocean view room
",,,
"5-star fishermans cove resort in a junior suite ocean view
",,,
"5-star fishermans cove resort in a superior room
",,,
"5-star hideaway beach resort & spa maldives in a deluxe water villa with pool
",,,
5-star hotel,,,
"5-star kempinski seychelles resort in a booker room with hill view
",,,
"5-star kempinski seychelles resort in a room with hill view
",,,
"5-star kempinski seychelles resort in a standard hill view room
",,,
"5-star lux* belle mare in a junior suite
",,,
"5-star lux* belle mare in a wellness junior suite
",,,
"5-star lux* le morne in a superior room
",,,
"5-star lux* le morne in a superior suite
",,,
"5-star lux* south ari atoll in a beach pavillion room
",,,
"5-star lux* south ari atoll in a beach pavillion
",,,
"5-star lux* south ari atoll in a beach villa
",,,
"5-star lux* st gilles in a superior room
",,,
"5-star lux* st gilles in a superior suite
",,,
"5-star luxury jw marriott mauritius resort (formerly st regis) in a junior suite
",,,
"5-star luxury jw marriott mauritius resort (formerly st regis) in an oceanfront junior suite
",,,
"5-star maritim resort & spa in a classic room
",,,
"5-star maritim resort & spa in a deluxe room
",,,
5-star park regis kris kin hotel,,,
"5-star riu palace zanzibar in a junior suite
",,,
"5-star riu palace zanzibar in a suite
",,,
5-star royal livingstone hotel,,,
"5-star salt of palmar in a bang on beach room
",,,
"5-star salt of palmar in a garden view room
",,,
"5-star salt of palmar in a pool side room
",,,
"5-star salt of palmar in a sea view room
",,,
"5-star savoy resort & spa in a savoy deluxe room
",,,
"5-star savoy resort & spa in a savoy room
",,,
"5-star savoy resort & spa in a standard room
",,,
"5-star sea cliff resort & spa in a garden standard room
",,,
5-star stanhope hotel,,,
"5-star story seychelles in a junior suite
",,,
a deluxe hotel,,,
abalone guest lodge,,,
abu dhabi grand prix experience (4 nights),,,
adaaran club rannalhi,,,
adaaran prestige vadoo,,,
adaaran select hudhuran fushi,,,
adaaran select hudhuranfushi,,,
adaaran select meedhupparu,,,
addo elephant national park,,,
address sky view,,,
africamps at gowan valley,,,
africamps at white elephant,,,
"african pride irene country lodge, autograph collection",,,
aha alpine heath resort,,,
aha casa do sol hotel & resort,,,
aha chobe marina lodge,,,
aha harbour bridge hotel & suites,,,
aha ivory tree game lodge,,,
aha makalali private game lodge,,,
aha shepherd's tree game lodge,,,
aha simons town quayside hotel,,,
aha simon's town quayside hotel package (2 nights),,,
aha thakadu river camp,,,
all inclusive riu palace,,,
allon bay resort and casino,,,
amakhala game reserve,,,
amakhala safari lodge,,,
amakhosi private game reserve,,,
amatara wellness resort,,,
ambre a sun resort,,,
"amsterdam at the 3-star best western amsterdam

",,,
"amsterdam at the 3-star ibis amsterdam city west

",,,
anantara iko mauritius resort &amp; villas,,,
anantara maia seychelles villa,,,
anew hotel hilton,,,
anew hotel hluhluwe,,,
anew hotel ocean reef and 3,,,
anew hotel ocean reef and 4,,,
anew resort hunters rest,,,
anglo-zulu battlefields,,,
ants hill collection,,,
ants hill collection waterberg,,,
"arabella hotel, golf & spa",,,
arabian park hotel,,,
arathusa safari lodge,,,
arctic city hotel,,,
arctic treehouse hotel,,,
arsenal v liverpool fc,,,
arsenal v liverpool united,,,
arsenal v manchester united,,,
artic treehouse hotel,,,
ashford castle,,,
"at bilene lodge in a 2 bedroom villa on a self-catering basis
",,,
athens at the 4-star candia hotel,,,
"athens at the 4-star ibis styles athens routes

",,,
atkv buffelspoort,,,
atkv drakensville,,,
atkv goudini spa resort,,,
atkv hartenbos,,,
atkv klein kariba,,,
"atlanta at the 3-star hilton garden inn atlanta perimeter center

",,,
"atlanta at the 3-star holiday inn atlanta northlake

",,,
atlanta at the 3-star sheraton atlanta perimeter north hotel,,,
atlantis the palm,,,
augrabies at the 4-star tutwa desert lodge,,,
augrabies falls national park,,,
avani windhoek hotel & casino,,,
ayada maldives,,,
a'zambezi river lodge,,,
azao resort & spa,,,
ballito at the 4-star capital zimbali,,,
barcelona at the 4-star ac hotel,,,
"barcelona at the 4-star novotel barcelona sant joan despi

",,,
bayala private safari lodge,,,
be cosy apart hotel,,,
be cosy apartment hotel,,,
beachcomber canonnier,,,
beachcomber dinarobin,,,
beachcomber mauricia,,,
beachcomber paradis,,,
beachcomber shandrani,,,
beachcomber trou aux biches,,,
beachcomber victoria,,,
beautiful barcelona,,,
becks safari lodge,,,
bela-bela at 5-star safari plains with,,,
bela-bela at the 4-star mabula game lodge,,,
bela-bela at the 4-star protea hotel by marriott zebula lodge,,,
bela-bela at the 5-star safari plains,,,
belmond eagle island lodge,,,
belmond khwai river lodge,,,
berjaya beau vallon bay resort &amp; casino,,,
berluda farmhouse & cottages,,,
best of ireland,,,
best of ireland self drive,,,
bilene lodge,,,
biyadhoo island resort,,,
black rhino game lodge,,,
blue cruise,,,
bluebay beach resort & spa,,,
bluebay beach resort &amp; spa,,,
boardwalk,,,
bondi at the 4-star adina apartment hotel,,,
boschendal,,,
boschendal wine estate,,,
breezes beach club &amp; spa zanzibar,,,
brenton haven beachfront resort,,,
bucklers africa lodge by bon hotels,,,
"buenos aires at the 3-star ibis styles buenos aires florida

",,,
buffelsdrift game lodge,,,
bush and beach experience,,,
bush break at camp ndlovu,,,
bushman’s kloof wilderness reserve,,,
bushmans kloof wilderness reserve,,,
c mauritius,,,
cabanas,,,
camp ndlovu,,,
canary islands cruise,,,
"cancun at the 3-star golden parnassus all inclusive resort & spa
all meals & selected drinks daily
please note: this is an adults only resort

",,,
"cancun at the 3-star grand oasis cancun

",,,
"cancun at the 4-star fives oceanfront
",,,
"cancun at the 4-star villa del palmar cancun luxury beach resort & spa

",,,
canelands beach club & spa,,,
canonnier beachcomber golf resort & spa,,,
canyon lodge,,,
cap ouest luxury self catering (4 sleeper),,,
cape milner hotel,,,
cape st francis at the 3-star cape st francis resort,,,
cape st francis coastal resort package (2 nights),,,
cape town,,,
cape town at the 4-star 2 nights' hotel,,,
cape town at the 4-star aha harbour bridge hotel,,,
cape town at the 4-star aha simon's town quayside hotel,,,
cape town at the 4-star cape milner hotel,,,
cape town at the 4-star cape town lodge,,,
cape town at the 4-star commodore hotel,,,
cape town at the 4-star president hotel,,,
"cape town at the 4-star summit place guesthouse

",,,
cape town at the 5-star camps bay retreat hotel,,,
"cape town at the 5-star colona castle
",,,
cape town at the 5-star table bay hotel,,,
caranabeach resort,,,
casa de la flora,,,
casablanca at the 4-star best western hotel,,,
cascades,,,
casuarina resort & spa,,,
casuarina resort & spa ( self catering bungalow),,,
casuarina resort & spa (4 sleeper self catering bungalow),,,
casuarina resort and spa,,,
cathedral peak,,,
cathedral peak hotel,,,
cathedral peak hotel winter special,,,
cederberg ridge wilderness lodge,,,
centara grand beach resort krabi,,,
centara grand beach resort phuket,,,
centara mirage beach resort,,,
centro yas island rotana,,,
chobe bush lodge,,,
chobe marina lodge,,,
chobe national parkvictoria fallszambezi river,,,
chobe safari lodge,,,
christmas in budapest experience (5 nights),,,
city lodge maputo,,,
citymax hotel,,,
citymax hotel al barsha at the mall,,,
clarens at the 3-star kiara lodge,,,
clarens at the 4-star protea hotel,,,
classics of turkey,,,
classics of turkey super saver,,,
clifftop exclusive safari hideaway,,,
clifftop exclusive safari hideaway midweek package (2 nights),,,
club med la plantation d'albion,,,
coco de mer hotel &amp; black parrot suites,,,
cocoon maldives,,,
coin de mire attitude,,,
conrad maldives rangali island,,,
constance belle mare plage,,,
constance ephelia,,,
constance ephelia resort,,,
constance ephelia seychelles,,,
constance halaveli maldives,,,
constance le prince maurice,,,
constance lemuria seychelles,,,
constance moofushi maldives,,,
copthorne tara hotel,,,
coral strand smart choice hotel,,,
cresta mowana safari resort & spa,,,
cresta sprayview,,,
days at sea beach lodge,,,
deluxe one & only le saint geran,,,
deluxe sun siyam olhuveli,,,
"denver at the 3-star best western premier denver east

",,,
denver at the 3-star clarion hotel,,,
denver at the 4-star doubletree by hilton hotel,,,
desert camp,,,
diamonds athuruga beach &amp; water villas,,,
diamonds dream of africa,,,
diamonds leisure beach & golf resort,,,
diamonds mapenzi beach resort,,,
diamonds thudufushi,,,
diamonds thudufushi beach &amp; water villas,,,
dinokeng game reserve,,,
disneyland paris,,,
disney's hotel cheyenne,,,
disney's hotel new york,,,
disney's newport bay club,,,
domaine de grand baie (4 sleeper apartment),,,
doubletree by hilton nungwi,,,
doubletree by hilton resort & spa,,,
doubletree by hilton seychelles - allamanda resort &amp; spa,,,
drakensberg sun,,,
drankensberg and beach experience,,,
drostdy hotel,,,
dubai expo,,,
dublin at the 3-star cassidys hotel,,,
dublin at the 3-star glashaus hotel,,,
dublin at the 4-star clayton hotel,,,
"dubrovnik at the 5-star hilton imperial dubrovnik
",,,
dubrovnik at the 5-star sheraton dubrovnik riviera hotel,,,
dullstroom at the 5-star walkersons hotel,,,
dunkeld country estate,,,
durban at the 3-star city lodge,,,
durban at the 3-star onomo hotel,,,
durban at the 4-star belaire suites hotel,,,
"durban at the 4-star three cities royal palm hotel
2 nights' midweek accommodation on the wild coast at the 4-star wild coast sun with breafast daily
1 night lodge",,,
dwyka tented lodge,,,
east london at the 4-star premier hotel,,,
east london at the 4-star quarry lake inn,,,
east london at the 4-star radisson blu hotel,,,
edinburgh with johnnie walker,,,
eight bells mountain inn,,,
ekuthuleni lodge,,,
elephant lake hotel by bon hotels,,,
elephant walk retreat,,,
embudu village maldives,,,
emerald maldives,,,
emerald maldives resort & spa,,,
emerald zanzibar resort &amp; spa,,,
entabeni safari conservancy,,,
erinvale estate hotel & spa,,,
esplanade apartments luxury self,,,
essque zalu zanzibar,,,
etosha safari camp,,,
etosha village,,,
fairmont bab al bahr,,,
fancourt hotel,,,
fancourt hotel & 5,,,
fancourt hotel golf & spa,,,
farmhouse at 58,,,
filao beach resort and spa,,,
filao beach zanzibar,,,
finfoot lake reserve,,,
fishermans cove resort,,,
fisherman's cove resort,,,
four points by sheraton downtown,,,
four seasons resort maurtius,,,
four seasons resort seychelles,,,
frankfurt at the 4-star crowne plaza frankfurt congress hotel,,,
frankfurt at the 4-star leonardo hotel,,,
"frankfurt at the 4-star novotel frankfurt city
",,,
franschhoek,,,
franschhoek at the 4-star protea hotel,,,
franschhoek at the 5-star mont rochelle,,,
"franschhoek at the 5-star mont rochelle with exclusive use of the manor house in 4 suites and a childrens bunkroom
",,,
franschhoek boutique hotel,,,
franschhoek boutique hotel package (2 nights),,,
franshhoek at the 4-star le franschhoek hotel,,,
franshhoek at the 4-star thelab franschhoek,,,
franshhoek at the 5-star franschhoek country house and villas,,,
french riviera by train,,,
friday attitude,,,
fugitives drift lodge,,,
fugitives’ drift lodge,,,
fumba beach lodge,,,
garden route oystercatcher flexible private trip (7 day / 6 nights),,,
garonga safari camp,,,
george at the 3-star town lodge,,,
george at the 4-star protea hotel,,,
george at the 5-star fancourt hotel,,,
ghost mountain inn,,,
glories of turkey,,,
gold zanzibar beach house & spa,,,
gold zanzibar beach house &amp; spa,,,
golden sands 3 hotel apartment,,,
gondwana game reserve,,,
gondwana private game reserve,,,
graaff-reinet,,,
grand baie resort,,,
grand gaube,,,
grand palladium white island resort and spa,,,
granny mouse country house & spa,,,
greece island hopping,,,
greek island hopping,,,
greek isle cruise,,,
greek isle cruise on the norwegian jade,,,
grootbos private nature reserve,,,
hamiltons tented camp,,,
hampshire hotel,,,
hampton by hilton marjan island,,,
harbour house hermanus package (2 nights),,,
harbour square suites,,,
"hard days night hotel, liverpool",,,
hazyview at the 4-star aha casa do sol hotel,,,
"hazyview at the 4-star aha casa do sol hotel and resort with breakfast daily
5 nights' lodge",,,
"hazyview at the 5-star summerfields rose retreat & spa on a room only basis
4 nights'",,,
hazyview at the basic 3-star africamps at mackers,,,
hazyview cabanas,,,
head over hills luxury retreat,,,
hemingways watamu,,,
hennies,,,
hennies rest,,,
heritage awali golf and spa resort,,,
heritage le telfair golf &amp; wellness resort,,,
heritance aarah,,,
hermanus at the 4-star harbour house hotel,,,
hideaway beach resort &amp; spa,,,
hilton dubai the walk,,,
hilton garden inn,,,
hilton garden inn umhlanga arch package (2 nights),,,
hilton mauritius resort & spa,,,
hilton mauritius resort &amp; spa,,,
hilton northolme,,,
hilton seychelles labriz resort &amp; spa,,,
hilton seychelles northolme resort &amp; spa,,,
"hilton sharks bay resort, sharm el sheikh",,,
hlosi game lodge,,,
hluhluwe imfolozi park,,,
hluhluwe river lodge,,,
hoedspruit,,,
hoedspruit at the 4-star aha makalali private game lodge,,,
holiday inn,,,
holiday inn munich,,,
holiday inn resort kandooma maldives,,,
home suite hotels de waterkant,,,
home suite hotels sea point,,,
home suites quarter,,,
home suites sea point,,,
home suites the quarter,,,
"honolulu at the 3-star aqua oasis

",,,
honolulu at the 3-star pearl hotel,,,
"hotel and spa""",,,
hotel elysees ceramic,,,
hotel ibis styles london,,,
hotel riu creole,,,
hotel sofitel,,,
hotel tropical,,,
hotel zum kaiser,,,
hoyo hoyo safari lodge,,,
hungary grand prix experience (4 nights),,,
hurawalhi island resort,,,
ibis abu dhabi gate hotel,,,
ibis hotel,,,
ibis mall of the emirates,,,
ibiza experience,,,
idube game lodge,,,
ilala lodge hotel,,,
imbali safari lodge,,,
impodimo game lodge,,,
indaba hotel,,,
inhambane at the 3-star castelo do mar,,,
inhambane at the 4-star massinga beach,,,
innahura maldives resort,,,
intercontinental mauritius resort,,,
intle boutique hotel thornhill,,,
inyati game lodge,,,
isimangaliso wetland park,,,
istanbul and cappadocia tour,,,
"istanbul at the 3-star holiday inn express istanbul altunizade

",,,
"istanbul at the 3-star ramada encore by wyndham istanbul kartal

",,,
"istanbul at the 4-star courtyard by marriott istanbul west

",,,
"istanbul at the 4-star ibis styles istanbul atasehir

",,,
"istanbul at the 5-star holiday inn istanbul city

",,,
"istanbul at the 5-star ramada plaza by wyndham istanbul tekstilkent

",,,
"istanbul at the 5-star tryp by wyndham istanbul basin ekspres

",,,
"istanbul at the 5-star tryp by wyndham istanbul sancaktepe

",,,
italian holiday with trafalgar,,,
italian rail tour,,,
j w marriott mauritius resort 5* luxury,,,
jabulani,,,
jabulani safari lodge,,,
jafferji beach retreat,,,
johannesburg at the 2-star town lodge,,,
johannesburg at the 3-star city lodge,,,
"johannesburg at the 4,5-star gold reef city theme park hotel",,,
johannesburg at the 4-star courtyard hotel,,,
johannesburg at the 4-star gold reef city theme park hotel,,,
kae beach zanzibar resort,,,
kagga kamma nature reserve,,,
kagi maldives spa island,,,
"kakslauttanen artic resort, lapland",,,
kambaku @ sea,,,
kambaku safari lodge,,,
kanonkop house,,,
kapama game reserve,,,
kapama private game reserve buffalo camp,,,
kapama private game reserve kapama karula,,,
kapama private game reserve karula,,,
kapama private game reserve river lodge,,,
kapama private game reserve southern camp,,,
kapama river lodge,,,
kapama southern camp,,,
karafuu beach resort,,,
karafuu beach resort & spa,,,
kariega game reserve,,,
karongwe private game reserve,,,
katathani phuket beach resort,,,
keemala,,,
kempinski seychelles resort,,,
khao lak merlin resort,,,
kiara lodge,,,
kimberley at the 4-star protea hotel,,,
klaserie private nature reserve,,,
knysna at the 4-star aha the rex hotel,,,
"knysna at the 4-star premier resort the moorings knysna
upgrade to 5-star accommodation from r4490 per person sharing

",,,
knysna at the 4-star protea hotel,,,
knysna at the 5-star pezula nature hotel,,,
knysna bucket list experience,,,
komandoo maldives island resort,,,
komati river chalets,,,
kosi forest lodge,,,
"kotor at the 3-star cattaroom apartments

",,,
"kotor at the 4-star mark's palace

",,,
kruger park lodge,,,
kruger shalati,,,
krystal beach hotel,,,
kuname lodge,,,
kuredu island resort & spa,,,
